output_path,lang,tokens,shingles,max_jaccard,best_song_jaccard,max_containment,best_song_containment,genre,memorization_flag,model,mode,label,note
/app/resources/out/openrouter-openai-chatgpt-4o-latest/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,39,35,0.1147,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.9143,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-openai-chatgpt-4o-latest,real,correct,
/app/resources/out/openrouter-openai-chatgpt-4o-latest/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,26,22,0.0,,0.0,,?,0,openrouter-openai-chatgpt-4o-latest,switch_album,hallucinate,
/app/resources/out/openrouter-openai-chatgpt-4o-latest/005-switch_author-broilers-red-dog.txt,de,88,84,0.0037,/app/resources/database/C/Callejon/Man spricht Deutsch/Durch den Monsun,0.012,/app/resources/database/C/Callejon/Man spricht Deutsch/Durch den Monsun,C,0,openrouter-openai-chatgpt-4o-latest,switch_author,hallucinate,
/app/resources/out/openrouter-openai-chatgpt-4o-latest/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,13,9,0.0,,0.0,,?,0,openrouter-openai-chatgpt-4o-latest,switch_author,hallucinate,
/app/resources/out/openrouter-openai-chatgpt-4o-latest/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,13,9,0.0,,0.0,,?,0,openrouter-openai-chatgpt-4o-latest,madeup_all,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-70b-instruct/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,230,226,0.3057,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.7164,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-meta-llama-llama-3.1-70b-instruct,real,correct,
/app/resources/out/openrouter-meta-llama-llama-3.1-70b-instruct/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,146,142,0.0109,/app/resources/database/J/Johnny Cash/The Legend Of Johnny Cash/Hurt,0.0214,/app/resources/database/H/Hundredth/Let Go/Hurt,J,0,openrouter-meta-llama-llama-3.1-70b-instruct,switch_album,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-70b-instruct/005-switch_author-broilers-red-dog.txt,de,128,124,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-70b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-70b-instruct/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,15,11,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-70b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-70b-instruct/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,7,3,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-70b-instruct,madeup_all,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,269,265,0.0389,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.1831,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,0,openrouter-qwen-qwen-2.5-72b-instruct,real,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,39,35,0.0,,0.0,,?,0,openrouter-qwen-qwen-2.5-72b-instruct,switch_album,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/005-switch_author-broilers-red-dog.txt,en,29,25,0.0069,/app/resources/database/Z/ZZ Top/Eliminator/I Need You Tonight,0.04,/app/resources/database/Z/ZZ Top/Eliminator/I Need You Tonight,Z,0,openrouter-qwen-qwen-2.5-72b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,de,48,44,0.0119,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),0.6667,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),N,1,openrouter-qwen-qwen-2.5-72b-instruct,switch_author,correct,
/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,13,9,0.0,,0.0,,?,0,openrouter-qwen-qwen-2.5-72b-instruct,madeup_all,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-405b-instruct/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,207,203,0.2977,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.736,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-meta-llama-llama-3.1-405b-instruct,real,correct,
/app/resources/out/openrouter-meta-llama-llama-3.1-405b-instruct/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,8,4,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-405b-instruct,switch_album,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-405b-instruct/005-switch_author-broilers-red-dog.txt,en,251,247,0.0133,/app/resources/database/Y/Yota/Hazy Paradise/The Vibe,0.0236,/app/resources/database/C/Cut Capers/Sightseeing & Short Negotiations/White Lamp,Y,0,openrouter-meta-llama-llama-3.1-405b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-405b-instruct/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,104,100,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-405b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-meta-llama-llama-3.1-405b-instruct/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,7,3,0.0,,0.0,,?,0,openrouter-meta-llama-llama-3.1-405b-instruct,madeup_all,hallucinate,
/app/resources/out/openrouter-deepseek-deepseek-chat/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,399,395,0.8288,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.938,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-deepseek-deepseek-chat,real,correct,
/app/resources/out/openrouter-deepseek-deepseek-chat/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,86,82,0.0034,/app/resources/database/D/Deez Nuts/Bout It/Popular Demand,0.0122,/app/resources/database/D/Deez Nuts/Bout It/Popular Demand,D,0,openrouter-deepseek-deepseek-chat,switch_album,hallucinate,
/app/resources/out/openrouter-deepseek-deepseek-chat/005-switch_author-broilers-red-dog.txt,en,171,167,0.0066,/app/resources/database/C/Crying Vessel/Pleasures for the Wicked/Timid Moonlight,0.0138,/app/resources/database/C/Crying Vessel/Pleasures for the Wicked/Timid Moonlight,C,0,openrouter-deepseek-deepseek-chat,switch_author,hallucinate,
/app/resources/out/openrouter-deepseek-deepseek-chat/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,124,120,0.0051,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),0.0323,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),N,0,openrouter-deepseek-deepseek-chat,switch_author,hallucinate,
/app/resources/out/openrouter-deepseek-deepseek-chat/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,13,9,0.0,,0.0,,?,0,openrouter-deepseek-deepseek-chat,madeup_all,hallucinate,
/app/resources/out/openrouter-mistralai-mistral-large-2411/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,245,241,0.4839,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.8152,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-mistralai-mistral-large-2411,real,correct,
/app/resources/out/openrouter-mistralai-mistral-large-2411/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,162,158,0.0,,0.0,,?,0,openrouter-mistralai-mistral-large-2411,switch_album,hallucinate,
/app/resources/out/openrouter-mistralai-mistral-large-2411/005-switch_author-broilers-red-dog.txt,en,157,153,0.0033,/app/resources/database/K/Korn/The Paradigm Shift/Prey For Me,0.0094,/app/resources/database/H/Hollywood Undead/American Tragedy/Coming Back Down,K,0,openrouter-mistralai-mistral-large-2411,switch_author,hallucinate,
/app/resources/out/openrouter-mistralai-mistral-large-2411/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,56,52,0.0196,/app/resources/database/P/Porcupine Tree/In Absentia/Collapse The Light Into Earth,0.1429,/app/resources/database/P/Porcupine Tree/In Absentia/Collapse The Light Into Earth,P,0,openrouter-mistralai-mistral-large-2411,switch_author,hallucinate,
/app/resources/out/openrouter-mistralai-mistral-large-2411/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,50,46,0.0,,0.0,,?,0,openrouter-mistralai-mistral-large-2411,madeup_all,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-7b-instruct/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,877,873,0.0198,/app/resources/database/F/Freaks of Desire/Unknown Album/Unknown Song,0.0526,/app/resources/database/F/Freaks of Desire/Unknown Album/Unknown Song,F,0,openrouter-qwen-qwen-2.5-7b-instruct,real,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-7b-instruct/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,143,139,0.0035,/app/resources/database/D/Defeater/Letters Home/Bled Out,0.0072,/app/resources/database/G/Garbage/Version 2.0/Special,D,0,openrouter-qwen-qwen-2.5-7b-instruct,switch_album,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-7b-instruct/005-switch_author-broilers-red-dog.txt,en,33,29,0.0,,0.0,,?,0,openrouter-qwen-qwen-2.5-7b-instruct,switch_author,hallucinate,
/app/resources/out/openrouter-qwen-qwen-2.5-7b-instruct/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,de,768,764,0.0119,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),0.6667,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),N,1,openrouter-qwen-qwen-2.5-7b-instruct,switch_author,correct,
/app/resources/out/openrouter-qwen-qwen-2.5-7b-instruct/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,13,9,0.0,,0.0,,?,0,openrouter-qwen-qwen-2.5-7b-instruct,madeup_all,hallucinate,
/app/resources/out/openrouter-nousresearch-hermes-3-llama-3.1-70b/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,193,189,0.2083,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.5385,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-nousresearch-hermes-3-llama-3.1-70b,real,correct,
/app/resources/out/openrouter-nousresearch-hermes-3-llama-3.1-70b/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,330,326,0.0062,/app/resources/database/Y/Yota/Hazy Paradise/The Vibe,0.0089,/app/resources/database/I/Iron Maiden/Killers/Twilight Zone,Y,0,openrouter-nousresearch-hermes-3-llama-3.1-70b,switch_album,hallucinate,
/app/resources/out/openrouter-nousresearch-hermes-3-llama-3.1-70b/005-switch_author-broilers-red-dog.txt,en,120,116,0.0,,0.0,,?,0,openrouter-nousresearch-hermes-3-llama-3.1-70b,switch_author,hallucinate,
/app/resources/out/openrouter-nousresearch-hermes-3-llama-3.1-70b/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,793,789,0.0206,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),0.129,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),N,0,openrouter-nousresearch-hermes-3-llama-3.1-70b,switch_author,hallucinate,
/app/resources/out/openrouter-nousresearch-hermes-3-llama-3.1-70b/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,36,32,0.0,,0.0,,?,0,openrouter-nousresearch-hermes-3-llama-3.1-70b,madeup_all,hallucinate,
/app/resources/out/openrouter-openai-gpt-4o/001-real-linkin-park-hybrid-theory-in-the-end.txt,en,188,184,0.5035,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,0.9236,/app/resources/database/L/Linkin Park/Hybrid Theory/In the End,L,1,openrouter-openai-gpt-4o,real,correct,
/app/resources/out/openrouter-openai-gpt-4o/003-switch_album-alaska-highway-dark-passion-play-definitions.txt,en,10,6,0.0,,0.0,,?,0,openrouter-openai-gpt-4o,switch_album,refuse,refused
/app/resources/out/openrouter-openai-gpt-4o/005-switch_author-broilers-red-dog.txt,en,14,10,0.0,,0.0,,?,0,openrouter-openai-gpt-4o,switch_author,refuse,refused
/app/resources/out/openrouter-openai-gpt-4o/004-switch_author-alexi-murdoch-industrial-complex-i-am-undone-alan-wilder-remix.txt,en,17,13,0.0112,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),0.1538,/app/resources/database/N/Nitzer Ebb/Industrial Complex/I Am Undone (Alan Wilder Remix),N,0,openrouter-openai-gpt-4o,switch_author,refuse,refused
/app/resources/out/openrouter-openai-gpt-4o/002-madeup_all-cheering-tomatos-mind-is-in-a-salat-bowl-live-in-the-supper-pot.txt,en,13,9,0.0042,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.1111,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,B,0,openrouter-openai-gpt-4o,madeup_all,hallucinate,
